"country","iso","year","total","coal","oil","gas","cement","flaring","other"
"Saint Helena","SHN",2017,2.000364,0,2.000364,0,0,0,0
"Saint Helena","SHN",2018,2.008772,0,2.008772,0,0,0,0
"Saint Helena","SHN",2019,2.690655,0,2.690655,0,0,0,0
"Saint Helena","SHN",2020,2.308731,0,2.308731,0,0,0,0
"Saint Helena","SHN",2021,2.550917,0,2.550917,0,0,0,0
"Saint Kitts and Nevis","KNA",2017,5.060668,0,5.060668,0,0,0,0
"Saint Kitts and Nevis","KNA",2018,5.139926,0,5.139926,0,0,0,0
"Saint Kitts and Nevis","KNA",2019,5.298793,0,5.298793,0,0,0,0
"Saint Kitts and Nevis","KNA",2020,4.530767,0,4.530767,0,0,0,0
"Saint Kitts and Nevis","KNA",2021,4.995041,0,4.995041,0,0,0,0
"Saint Lucia","LCA",2017,2.85405,0,2.85405,0,0,0,0
"Saint Lucia","LCA",2018,2.863015,0,2.863015,0,0,0,0
"Saint Lucia","LCA",2019,2.892907,0,2.892907,0,0,0,0
"Saint Lucia","LCA",2020,2.460958,0,2.460958,0,0,0,0
"Saint Lucia","LCA",2021,2.704837,0,2.704837,0,0,0,0
"Saint Pierre and Miquelon","SPM",2017,11.071345,0,11.071345,0,0,0,0
"Saint Pierre and Miquelon","SPM",2018,9.862719,0,9.862719,0,0,0,0
"Saint Pierre and Miquelon","SPM",2019,11.131139,0,11.131139,0,0,0,0
"Saint Pierre and Miquelon","SPM",2020,9.534364,0,9.534364,0,0,0,0
"Saint Pierre and Miquelon","SPM",2021,10.544484,0,10.544484,0,0,0,0
"Saint Vincent and the Grenadines","VCT",2017,2.04811,0,2.04811,0,0,0,0
"Saint Vincent and the Grenadines","VCT",2018,2.296939,0,2.296939,0,0,0,0
"Saint Vincent and the Grenadines","VCT",2019,2.165072,0,2.165072,0,0,0,0
"Saint Vincent and the Grenadines","VCT",2020,1.853702,0,1.853702,0,0,0,0
"Saint Vincent and the Grenadines","VCT",2021,2.047981,0,2.047981,0,0,0,0
"Samoa","WSM",2017,1.182334,0,1.182334,0,0,0,0
"Samoa","WSM",2018,1.135712,0,1.135712,0,0,0,0
"Samoa","WSM",2019,1.279517,0,1.279517,0,0,0,0
"Samoa","WSM",2020,1.331423,0,1.331423,0,0,0,0
"Samoa","WSM",2021,1.344282,0,1.344282,0,0,0,0
"Sao Tome and Principe","STP",2017,0.616432,0,0.616432,0,0,0,0
"Sao Tome and Principe","STP",2018,0.62412,0,0.62412,0,0,0,0
"Sao Tome and Principe","STP",2019,0.614653,0,0.614653,0,0,0,0
"Sao Tome and Principe","STP",2020,0.568961,0,0.568961,0,0,0,0
"Sao Tome and Principe","STP",2021,0.591547,0,0.591547,0,0,0,0
"Saudi Arabia","SAU",2017,18.823627,0,10.752529,7.241969,0.701842,0.127286,0
"Saudi Arabia","SAU",2018,17.881911,0,9.694946,7.345341,0.717768,0.123856,0
"Saudi Arabia","SAU",2019,18.323466,0,10.382984,7.143536,0.686726,0.110219,0
"Saudi Arabia","SAU",2020,18.367947,0,10.307343,7.231387,0.710971,0.118246,0
"Saudi Arabia","SAU",2021,18.702989,0,10.28421,7.512159,0.797994,0.108627,0
"Senegal","SEN",2017,0.709875,0.094997,0.478855,0.002417,0.132856,0.000749,0
"Senegal","SEN",2018,0.727477,0.145149,0.44627,0.001412,0.134647,0,0
"Senegal","SEN",2019,0.797552,0.130486,0.498136,0.001831,0.167098,0,0
"Senegal","SEN",2020,0.775358,0.115237,0.49554,0.001909,0.162672,0,0
"Senegal","SEN",2021,0.80572,0.12978,0.515504,0.002011,0.158425,0,0
"Serbia","SRB",2017,6.099167,4.155716,1.188399,0.648932,0.10612,0,0
"Serbia","SRB",2018,5.961991,3.982492,1.206084,0.65652,0.116895,0,0
"Serbia","SRB",2019,5.991645,3.999626,1.246077,0.616355,0.129586,0,0
"Serbia","SRB",2020,6.054516,4.135405,1.172159,0.616548,0.130344,0.000059,0
"Serbia","SRB",2021,4.230501,2.194432,1.192537,0.712093,0.131438,0,0
"Seychelles","SYC",2017,5.650156,0,5.650156,0,0,0,0
"Seychelles","SYC",2018,5.828227,0,5.828227,0,0,0,0
"Seychelles","SYC",2019,5.686988,0,5.686988,0,0,0,0
"Seychelles","SYC",2020,5.101716,0,5.101716,0,0,0,0
"Seychelles","SYC",2021,5.337406,0,5.337406,0,0,0,0
"Sierra Leone","SLE",2017,0.137444,0,0.137444,0,0,0,0
"Sierra Leone","SLE",2018,0.131901,0,0.131901,0,0,0,0
"Sierra Leone","SLE",2019,0.147984,0,0.147984,0,0,0,0
"Sierra Leone","SLE",2020,0.147738,0,0.147738,0,0,0,0
"Sierra Leone","SLE",2021,0.154312,0,0.154312,0,0,0,0
"Singapore","SGP",2017,6.445782,0.670575,2.278683,3.496523,0,0,0
"Singapore","SGP",2018,7.914618,0.353483,4.021264,3.539871,0,0,0
"Singapore","SGP",2019,5.099641,0.33602,1.202928,3.560692,0,0,0
"Singapore","SGP",2020,5.06094,0.315491,1.19698,3.54847,0,0,0
"Singapore","SGP",2021,5.471564,0.563631,1.166976,3.740957,0,0,0
"Sint Maarten (Dutch part)","SXM",2017,16.883986,0,16.883986,0,0,0,0
"Sint Maarten (Dutch part)","SXM",2018,16.30526,0,16.30526,0,0,0,0
"Sint Maarten (Dutch part)","SXM",2019,16.026803,0,16.026803,0,0,0,0
"Sint Maarten (Dutch part)","SXM",2020,13.482639,0,13.482639,0,0,0,0
"Sint Maarten (Dutch part)","SXM",2021,14.711011,0,14.711011,0,0,0,0
"Slovakia","SVK",2017,6.639067,2.626085,1.863442,1.72625,0.251324,0.004172,0.167793
"Slovakia","SVK",2018,6.628357,2.608226,1.878953,1.718268,0.247245,0.003622,0.172042
"Slovakia","SVK",2019,6.193007,2.159631,1.892091,1.717967,0.257479,0.003498,0.162341
"Slovakia","SVK",2020,5.698469,1.824551,1.761224,1.702124,0.264473,0.002413,0.143683
"Slovakia","SVK",2021,6.4814,2.30909,1.852993,1.908065,0.264913,0.002417,0.143922
"Slovenia","SVN",2017,6.968205,2.338318,3.484087,0.835533,0.195499,0.06632,0.048448
"Slovenia","SVN",2018,6.898023,2.275529,3.478907,0.816933,0.21372,0.062183,0.05075
"Slovenia","SVN",2019,6.648746,2.144189,3.33975,0.829677,0.226049,0.058973,0.050108
"Slovenia","SVN",2020,6.07574,2.074313,2.842406,0.826265,0.22425,0.059073,0.049433
"Slovenia","SVN",2021,5.921143,1.705311,3.013811,0.869544,0.224063,0.059024,0.049391
"Solomon Islands","SLB",2017,0.444029,0,0.444029,0,0,0,0
"Solomon Islands","SLB",2018,0.439069,0,0.439069,0,0,0,0
"Solomon Islands","SLB",2019,0.434256,0,0.434256,0,0,0,0
"Solomon Islands","SLB",2020,0.447581,0,0.447581,0,0,0,0
"Solomon Islands","SLB",2021,0.449141,0,0.449141,0,0,0,0
"Somalia","SOM",2017,0.042891,0,0.042891,0,0,0,0
"Somalia","SOM",2018,0.041369,0,0.041369,0,0,0,0
"Somalia","SOM",2019,0.039893,0,0.039893,0,0,0,0
"Somalia","SOM",2020,0.034968,0,0.034968,0,0,0,0
"Somalia","SOM",2021,0.035766,0,0.035766,0,0,0,0
"South Africa","ZAF",2017,7.757252,6.530899,0.999484,0.129569,0.096775,0.000525,0
"South Africa","ZAF",2018,7.590512,6.193131,1.14201,0.159046,0.095328,0.000996,0
"South Africa","ZAF",2019,8.038352,6.788868,0.998142,0.156748,0.093876,0.000718,0
"South Africa","ZAF",2020,7.411864,6.347073,0.83334,0.144281,0.086238,0.000931,0
"South Africa","ZAF",2021,7.339827,6.234256,0.880674,0.138634,0.085381,0.000882,0
"South Korea","KOR",2017,12.70659,6.555194,3.482968,1.958015,0.511546,0,0.198867
"South Korea","KOR",2018,12.968438,6.586068,3.437376,2.267409,0.47801,0,0.199575
"South Korea","KOR",2019,12.472095,6.208152,3.39352,2.192626,0.481237,0,0.196559
"South Korea","KOR",2020,11.527395,5.456362,3.183892,2.249691,0.44104,0.000006,0.196404
"South Korea","KOR",2021,11.886424,5.477669,3.308581,2.446255,0.457341,0.000118,0.196459
"South Sudan","SSD",2017,0.136477,0,0.136477,0,0,0,0
"South Sudan","SSD",2018,0.144159,0,0.144159,0,0,0,0
"South Sudan","SSD",2019,0.158166,0,0.158166,0,0,0,0
"South Sudan","SSD",2020,0.141316,0,0.141316,0,0,0,0
"South Sudan","SSD",2021,0.147192,0,0.147192,0,0,0,0
"Spain","ESP",2017,5.904435,1.150449,3.060514,1.343378,0.202831,0.082069,0.065195
"Spain","ESP",2018,5.771329,1.027229,3.067432,1.32293,0.206604,0.081082,0.066052
"Spain","ESP",2019,5.343047,0.501205,2.996325,1.511792,0.192317,0.077335,0.064074
"Spain","ESP",2020,4.504277,0.301919,2.539568,1.358016,0.172954,0.075127,0.056693
"Spain","ESP",2021,4.920291,0.39117,2.803142,1.413211,0.181289,0.074932,0.056546
"Sri Lanka","LKA",2017,1.070845,0.26611,0.754715,0,0.05002,0,0
"Sri Lanka","LKA",2018,0.972838,0.256155,0.666445,0,0.050237,0,0
"Sri Lanka","LKA",2019,1.026349,0.272646,0.683901,0,0.069802,0,0
"Sri Lanka","LKA",2020,0.999475,0.291752,0.638132,0,0.069591,0,0
"Sri Lanka","LKA",2021,0.954416,0.279086,0.605924,0,0.069405,0,0
"St. Kitts-Nevis-Anguilla","KNA",2017,0,0,0,0,0,0,0
"St. Kitts-Nevis-Anguilla","KNA",2018,0,0,0,0,0,0,0
"St. Kitts-Nevis-Anguilla","KNA",2019,0,0,0,0,0,0,0
"St. Kitts-Nevis-Anguilla","KNA",2020,0,0,0,0,0,0,0
"St. Kitts-Nevis-Anguilla","KNA",2021,0,0,0,0,0,0,0
"Sudan","SDN",2017,0.551418,0,0.495478,0,0.03824,0.0177,0
"Sudan","SDN",2018,0.520591,0,0.467258,0,0.037039,0.016294,0
"Sudan","SDN",2019,0.507772,0,0.459694,0,0.035982,0.012096,0
"Sudan","SDN",2020,0.450839,0,0.405619,0,0.035004,0.010216,0
"Sudan","SDN",2021,0.460786,0,0.416732,0,0.034071,0.009983,0
"Suriname","SUR",2017,3.593344,0,3.554503,0.012472,0.020133,0.006236,0
"Suriname","SUR",2018,3.148779,0,3.110341,0.018514,0.019925,0,0
"Suriname","SUR",2019,4.469209,0,4.431167,0.018336,0.019706,0,0
"Suriname","SUR",2020,4.295482,0,4.261121,0.014874,0.019486,0,0
"Suriname","SUR",2021,4.556728,0,4.520192,0.017238,0.019298,0,0
"Swaziland","SWZ",2017,0.856023,0.140019,0.716004,0,0,0,0
"Swaziland","SWZ",2018,0.890403,0.138928,0.751474,0,0,0,0
"Swaziland","SWZ",2019,0.958594,0.172296,0.786298,0,0,0,0
"Swaziland","SWZ",2020,0.897834,0.153415,0.744419,0,0,0,0
"Swaziland","SWZ",2021,0.911889,0.160061,0.751829,0,0,0,0
"Sweden","SWE",2017,4.245718,0.842477,2.933163,0.180611,0.147572,0.079604,0.062291
"Sweden","SWE",2018,4.142263,0.791797,2.870702,0.186342,0.158151,0.081186,0.054086
"Sweden","SWE",2019,3.991313,0.788095,2.795639,0.173119,0.131418,0.05222,0.050823
"Sweden","SWE",2020,3.521575,0.642557,2.522632,0.139503,0.12268,0.042912,0.051291
"Sweden","SWE",2021,3.424918,0.530563,2.537716,0.141789,0.12153,0.04251,0.05081
"Switzerland","CHE",2017,4.517281,0.059897,3.386255,0.838451,0.208221,0.003688,0.020769
"Switzerland","CHE",2018,4.330742,0.056252,3.261487,0.785151,0.204171,0.003276,0.020406
"Switzerland","CHE",2019,4.283446,0.050329,3.205528,0.802149,0.201993,0.003889,0.019557
"Switzerland","CHE",2020,3.963711,0.04797,2.929779,0.769703,0.194388,0.003056,0.018815
"Switzerland","CHE",2021,4.019107,0.047549,2.924785,0.831828,0.193208,0.003037,0.0187
"Syria","SYR",2017,1.717992,0.000193,1.19937,0.36151,0.039004,0.117915,0
"Syria","SYR",2018,1.563605,0.00019,1.102225,0.353068,0.03884,0.069282,0
"Syria","SYR",2019,1.367232,0.000182,0.915897,0.325778,0.038231,0.087143,0
"Syria","SYR",2020,1.259343,0.000139,0.819003,0.314726,0.03699,0.088485,0
"Syria","SYR",2021,1.266193,0.000119,0.81765,0.320633,0.036033,0.091758,0
"Taiwan","TWN",2017,12.035526,6.871645,2.934671,1.962717,0.226368,0.001883,0.038242
"Taiwan","TWN",2018,11.921133,6.693304,2.907881,2.047654,0.226669,0.002424,0.043201
"Taiwan","TWN",2019,11.502987,6.500221,2.753439,1.974532,0.231645,0.001388,0.041762
"Taiwan","TWN",2020,11.093659,6.055988,2.639961,2.108571,0.24179,0.005664,0.041685
"Taiwan","TWN",2021,11.854867,6.491521,2.762183,2.308715,0.245175,0.005655,0.041618
"Tajikistan","TJK",2017,0.880432,0.443759,0.265599,0.000411,0.170664,0,0
"Tajikistan","TJK",2018,0.997827,0.459008,0.320985,0.012037,0.205797,0,0
"Tajikistan","TJK",2019,1.053033,0.488952,0.314326,0.029824,0.219931,0,0
"Tajikistan","TJK",2020,0.988561,0.471728,0.270855,0.030799,0.215179,0,0
"Tajikistan","TJK",2021,1.060138,0.531791,0.285824,0.031909,0.210614,0,0
"Tanzania","TZA",2017,0.202659,0.026568,0.120794,0.026373,0.028924,0,0
"Tanzania","TZA",2018,0.20291,0.02869,0.119614,0.024528,0.030077,0,0
"Tanzania","TZA",2019,0.217854,0.031577,0.112847,0.031271,0.042158,0,0
"Tanzania","TZA",2020,0.199243,0.029898,0.099316,0.029121,0.040907,0,0
"Tanzania","TZA",2021,0.205366,0.031188,0.101726,0.032757,0.039695,0,0
"Thailand","THA",2017,4.133733,0.885262,1.760396,1.162417,0.315783,0.009874,0
"Thailand","THA",2018,3.966176,0.851829,1.647302,1.142572,0.315852,0.008622,0
"Thailand","THA",2019,4.070233,0.876244,1.696994,1.175913,0.312789,0.008293,0
"Thailand","THA",2020,3.880599,0.934656,1.551684,1.07902,0.306756,0.008484,0
"Thailand","THA",2021,3.889545,0.986674,1.518872,1.080827,0.295402,0.00777,0
"Timor-Leste","TLS",2017,0.509857,0,0.442072,0,0,0.067784,0
"Timor-Leste","TLS",2018,0.502337,0,0.394901,0,0,0.107436,0
"Timor-Leste","TLS",2019,0.535104,0,0.472151,0,0,0.062953,0
"Timor-Leste","TLS",2020,0.552826,0,0.490819,0,0,0.062006,0
"Timor-Leste","TLS",2021,0.557426,0,0.496403,0,0,0.061023,0
"Togo","TGO",2017,0.275053,0,0.177769,0,0.097284,0,0
"Togo","TGO",2018,0.274385,0,0.165745,0.010928,0.097712,0,0
"Togo","TGO",2019,0.2675,0,0.142238,0.023114,0.102148,0,0
"Togo","TGO",2020,0.265759,0,0.141871,0.024154,0.099735,0,0
"Togo","TGO",2021,0.270916,0,0.147997,0.025517,0.097401,0,0
"Tonga","TON",2017,1.286041,0,1.286041,0,0,0,0
"Tonga","TON",2018,1.289282,0,1.289282,0,0,0,0
"Tonga","TON",2019,1.536107,0,1.536107,0,0,0,0
"Tonga","TON",2020,1.616566,0,1.616566,0,0,0,0
"Tonga","TON",2021,1.649345,0,1.649345,0,0,0,0
"Trinidad and Tobago","TTO",2017,27.267478,0,3.458982,23.382817,0.175671,0.250009,0
"Trinidad and Tobago","TTO",2018,26.801118,0,2.612779,23.775558,0.17082,0.241961,0
"Trinidad and Tobago","TTO",2019,26.82198,0,2.46122,23.95893,0.172932,0.228897,0
"Trinidad and Tobago","TTO",2020,23.552538,0,2.284778,20.846939,0.173138,0.247683,0
"Trinidad and Tobago","TTO",2021,23.677599,0,2.016713,21.305957,0.172285,0.182644,0
"Tunisia","TUN",2017,2.581057,0,1.211833,1.053026,0.27144,0.044758,0
"Tunisia","TUN",2018,2.513771,0,1.151425,1.054398,0.261901,0.046047,0
"Tunisia","TUN",2019,2.465236,0,1.117039,1.042225,0.267502,0.03847,0
"Tunisia","TUN",2020,2.267629,0,0.972416,0.994089,0.265029,0.036095,0
"Tunisia","TUN",2021,2.575462,0,1.155178,1.115694,0.262842,0.041749,0
"Turkey","TUR",2017,5.240849,1.923962,1.471138,1.277743,0.4808,0.001913,0.085295
"Turkey","TUR",2018,5.102916,1.968848,1.42094,1.153031,0.475955,0.002107,0.082036
"Turkey","TUR",2019,4.81207,1.976146,1.375871,0.995918,0.387495,0.00219,0.07445
"Turkey","TUR",2020,4.9139,1.88542,1.370183,1.096054,0.485084,0.00232,0.07484
"Turkey","TUR",2021,5.263368,1.917565,1.39616,1.349392,0.523674,0.002303,0.074275
"Turkmenistan","TKM",2017,12.291226,0,3.350501,8.185952,0.23018,0.524593,0
"Turkmenistan","TKM",2018,12.077698,0,3.320823,8.055879,0.239095,0.461902,0
"Turkmenistan","TKM",2019,12.139744,0,3.282977,8.199113,0.247244,0.410409,0
"Turkmenistan","TKM",2020,11.524943,0,3.190759,7.589088,0.243604,0.501492,0
"Turkmenistan","TKM",2021,13.088727,0,3.236365,9.265475,0.240093,0.346794,0
"Turks and Caicos Islands","TCA",2017,8.828029,0,8.828029,0,0,0,0
"Turks and Caicos Islands","TCA",2018,8.743365,0,8.743365,0,0,0,0
"Turks and Caicos Islands","TCA",2019,8.420056,0,8.420056,0,0,0,0
"Turks and Caicos Islands","TCA",2020,6.994867,0,6.994867,0,0,0,0
"Turks and Caicos Islands","TCA",2021,7.562677,0,7.562677,0,0,0,0
"Tuvalu","TUV",2017,0.676764,0,0.676764,0,0,0,0
"Tuvalu","TUV",2018,0.674459,0,0.674459,0,0,0,0
"Tuvalu","TUV",2019,0.668857,0,0.668857,0,0,0,0
"Tuvalu","TUV",2020,0.698717,0,0.698717,0,0,0,0
"Tuvalu","TUV",2021,0.7094,0,0.7094,0,0,0,0
"USA","USA",2017,15.800777,3.9676,7.018608,4.428231,0.12227,0.179645,0.084423
"USA","USA",2018,16.187923,3.782144,7.121344,4.873608,0.117332,0.219145,0.074349
"USA","USA",2019,15.730884,3.202695,7.055616,5.007181,0.122326,0.264367,0.078699
"USA","USA",2020,14.037218,2.616442,6.100269,4.92251,0.121115,0.201476,0.075405
"USA","USA",2021,14.858668,2.974205,6.628469,4.857715,0.122265,0.200845,0.075169
"Uganda","UGA",2017,0.133997,0,0.124638,0,0.009359,0,0
"Uganda","UGA",2018,0.135632,0,0.127707,0,0.007925,0,0
"Uganda","UGA",2019,0.139975,0,0.12643,0,0.013545,0,0
"Uganda","UGA",2020,0.124018,0,0.110917,0,0.013101,0,0
"Uganda","UGA",2021,0.126063,0,0.113376,0,0.012687,0,0
"Ukraine","UKR",2017,4.995539,2.521122,0.791409,1.492592,0.079346,0.051592,0.059478
"Ukraine","UKR",2018,5.212386,2.712088,0.792284,1.507232,0.083667,0.053982,0.063134
"Ukraine","UKR",2019,5.022647,2.579566,0.870383,1.3693,0.08928,0.053269,0.060848
"Ukraine","UKR",2020,4.712884,2.326331,0.795141,1.384079,0.09171,0.052471,0.063153
"Ukraine","UKR",2021,4.637058,2.339223,0.837403,1.242234,0.10157,0.052927,0.063701
"United Arab Emirates","ARE",2017,23.615904,0.890321,6.88883,14.986416,0.670153,0.180184,0
"United Arab Emirates","ARE",2018,22.999398,0.796701,6.788012,14.613066,0.622851,0.178767,0
"United Arab Emirates","ARE",2019,22.633898,0.813979,6.567223,14.453508,0.621808,0.17738,0
"United Arab Emirates","ARE",2020,21.436228,0.771883,5.811253,14.060411,0.616745,0.175936,0
"United Arab Emirates","ARE",2021,21.792151,0.714923,6.389958,13.90118,0.611617,0.174473,0
"United Kingdom","GBR",2017,5.863442,0.592279,2.646653,2.447557,0.066749,0.065107,0.045097
"United Kingdom","GBR",2018,5.715981,0.50096,2.605439,2.430799,0.065689,0.067382,0.045712
"United Kingdom","GBR",2019,5.462124,0.367074,2.530682,2.385805,0.066616,0.06414,0.047808
"United Kingdom","GBR",2020,4.865281,0.340137,2.147063,2.228173,0.058153,0.051337,0.040419
"United Kingdom","GBR",2021,5.1541,0.352101,2.290553,2.3612,0.057961,0.051632,0.040652
"Uruguay","URY",2017,1.800764,0.001071,1.670224,0.035332,0.094137,0,0
"Uruguay","URY",2018,1.917388,0.001069,1.789746,0.033143,0.093429,0,0
"Uruguay","URY",2019,1.89299,0.001069,1.759035,0.048119,0.084766,0,0
"Uruguay","URY",2020,1.836247,0.000375,1.711625,0.039498,0.084749,0,0
"Uruguay","URY",2021,1.966539,0.000552,1.834908,0.046259,0.084819,0,0
"Uzbekistan","UZB",2017,3.409875,0.209325,0.347881,2.687962,0.114735,0.049972,0
"Uzbekistan","UZB",2018,3.58908,0.29764,0.36042,2.768868,0.116368,0.045782,0
"Uzbekistan","UZB",2019,3.602454,0.251096,0.372311,2.80161,0.141889,0.035547,0
"Uzbekistan","UZB",2020,3.526737,0.338472,0.326481,2.691333,0.139563,0.030889,0
"Uzbekistan","UZB",2021,3.568847,0.237196,0.346405,2.822092,0.137291,0.025863,0
"Vanuatu","VUT",2017,0.479715,0,0.479715,0,0,0,0
"Vanuatu","VUT",2018,0.591568,0,0.591568,0,0,0,0
"Vanuatu","VUT",2019,0.529612,0,0.529612,0,0,0,0
"Vanuatu","VUT",2020,0.545904,0,0.545904,0,0,0,0
"Vanuatu","VUT",2021,0.547911,0,0.547911,0,0,0,0
"Venezuela","VEN",2017,4.593233,0.01019,2.518056,1.564779,0.069798,0.430411,0
"Venezuela","VEN",2018,3.442401,0.004177,1.449721,1.398248,0.067426,0.52283,0
"Venezuela","VEN",2019,3.075801,0.005691,1.199725,1.189986,0.061247,0.619152,0
"Venezuela","VEN",2020,2.683968,0.002292,1.03257,1.020079,0.062281,0.566745,0
"Venezuela","VEN",2021,2.827907,0.001283,1.071702,1.146074,0.062923,0.545925,0
"Viet Nam","VNM",2017,2.478286,1.15089,0.663274,0.190114,0.454471,0.019537,0
"Viet Nam","VNM",2018,2.889164,1.420792,0.735006,0.195487,0.522971,0.014908,0
"Viet Nam","VNM",2019,3.560416,1.998842,0.796989,0.197401,0.551855,0.015329,0
"Viet Nam","VNM",2020,3.403044,1.989463,0.675848,0.175673,0.548774,0.013286,0
"Viet Nam","VNM",2021,3.344827,2.016234,0.621885,0.140346,0.555266,0.011096,0
"Wallis and Futuna Islands","WLF",2017,2.148794,0,2.148794,0,0,0,0
"Wallis and Futuna Islands","WLF",2018,2.170616,0,2.170616,0,0,0,0
"Wallis and Futuna Islands","WLF",2019,2.189517,0,2.189517,0,0,0,0
"Wallis and Futuna Islands","WLF",2020,2.32255,0,2.32255,0,0,0,0
"Wallis and Futuna Islands","WLF",2021,2.392571,0,2.392571,0,0,0,0
"Yemen","YEM",2017,0.35255,0.010247,0.274851,0.019641,0.022327,0.025483,0
"Yemen","YEM",2018,0.340175,0.010115,0.272148,0.006426,0.021325,0.030162,0
"Yemen","YEM",2019,0.402066,0.011263,0.320923,0.00627,0.021035,0.042575,0
"Yemen","YEM",2020,0.376041,0.008663,0.289919,0.006119,0.020555,0.050785,0
"Yemen","YEM",2021,0.378289,0.007456,0.290844,0.006264,0.02012,0.053605,0
"Zambia","ZMB",2017,0.395586,0.109991,0.236089,0,0.049506,0,0
"Zambia","ZMB",2018,0.415569,0.153866,0.201936,0,0.059767,0,0
"Zambia","ZMB",2019,0.421489,0.127718,0.241488,0,0.052283,0,0
"Zambia","ZMB",2020,0.384656,0.12108,0.212805,0,0.050771,0,0
"Zambia","ZMB",2021,0.394194,0.126514,0.21833,0,0.049349,0,0
"Zimbabwe","ZWE",2017,0.650533,0.400001,0.218747,0,0.031785,0,0
"Zimbabwe","ZWE",2018,0.783639,0.476859,0.269709,0,0.03707,0,0
"Zimbabwe","ZWE",2019,0.723861,0.448616,0.238148,0,0.037097,0,0
"Zimbabwe","ZWE",2020,0.67697,0.428954,0.211664,0,0.036351,0,0
"Zimbabwe","ZWE",2021,0.706293,0.451784,0.218894,0,0.035615,0,0
